"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL3775281";"";"None";"264.74";"0";"3.28";"5b";"O=C(Nc1ccccc1S)c1ccc(Cl)nc1";"IC50";"'='";"8900.0";"nM";"5.05";"";"";"UO_0000065";"19.08";"0.41";"1.77";"12.03";"0";"CHEMBL3778679";"Inhibition of Flag-tagged p53/GST-tagged Mdmx (unknown origin) expressed in Escherichia coli BL21 after 1 hr by ELISA microplate reader method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2221344";"Tumour suppressor protein p53/Mdm4";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3774315";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"";""
"CHEMBL3774508";"";"None";"265.38";"0";"3.56";"1c; K-178";"CC(C)C(=O)Nc1ccccc1SC(=O)C(C)C";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"21.95";"0.44";"2.26";"12.61";"0";"CHEMBL3778679";"Inhibition of Flag-tagged p53/GST-tagged Mdmx (unknown origin) expressed in Escherichia coli BL21 after 1 hr by ELISA microplate reader method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2221344";"Tumour suppressor protein p53/Mdm4";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3774315";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"";""
"CHEMBL3982177";"";"None";"535.48";"2";"8.20";"BDBM238901";"COc1ccccc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C(=O)N2";"IC50";"'='";"1450.0";"nM";"5.84";"";"417032";"UO_0000065";"10.90";"0.22";"-2.36";"9.83";"0";"CHEMBL3888806";"Time Resolved Fluorescence Energy Transfer (TR-FRET) Assay: Assay 1: This assay was used to evaluate compounds displaying inhibition of p53-MDM2 interaction and p53-MDM4 interaction at IC50s of 0.005 to 50 μM (p53-MDM2 Assay 1 and p53-MDM4 Assay 1, respectively). The test is performed in white 384-well plates (Greiner Bio-One, reference 781207) in a total volume of 60 μL by adding 1 μL of compounds tested at different concentrations diluted in 100% DMSO (1.7% final DMSO concentration) in reaction buffer (PBS, 125 mM NaCl, 0.001% Novexin (consists of carbohydrate polymers), designed to increase the solubility and stability of proteins; Expedeon Ltd., Cambridgeshire, United Kingdom), 0.01% Gelatin, 0.01% 0.2%, Pluronic F-127 (block copolymer from ethylenoxide and propyleneoxide), 1 mM DTT). After addition of 1.25 nM MDM2-biotinylated or 2.5 nM MDM4-biotinylated (internal preparations, both MDM2 and MDM4 are biotinylated at the C-terminal of the peptide construct), and 0.625 nM Europium labeled streptavidin (Perkin Elmer), the solution is pre-incubated for 15 minutes at room temperature, then 10 nM Cy5-p53 peptide (internal preparation, the Cy5 dye is directly bound to the N-terminal part of p53 peptide construct) is added before an incubation at room temperature for 15 minutes prior to reading the plate. For measurement of samples, a Victor II microplate reader (Perkin Elmer) is used with the following settings: Excitation 340 nm, Emission Donor 620 nm and Emission Acceptor 665 nm.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2221344";"Tumour suppressor protein p53/Mdm4";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886839";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3904825";"";"None";"525.41";"2";"7.73";"BDBM238899";"COc1ccccc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1cccc(Cl)c1F)C(=O)N2";"IC50";"'='";"1510.0";"nM";"5.82";"";"417030";"UO_0000065";"11.08";"0.22";"-1.91";"9.80";"0";"CHEMBL3888806";"Time Resolved Fluorescence Energy Transfer (TR-FRET) Assay: Assay 1: This assay was used to evaluate compounds displaying inhibition of p53-MDM2 interaction and p53-MDM4 interaction at IC50s of 0.005 to 50 μM (p53-MDM2 Assay 1 and p53-MDM4 Assay 1, respectively). The test is performed in white 384-well plates (Greiner Bio-One, reference 781207) in a total volume of 60 μL by adding 1 μL of compounds tested at different concentrations diluted in 100% DMSO (1.7% final DMSO concentration) in reaction buffer (PBS, 125 mM NaCl, 0.001% Novexin (consists of carbohydrate polymers), designed to increase the solubility and stability of proteins; Expedeon Ltd., Cambridgeshire, United Kingdom), 0.01% Gelatin, 0.01% 0.2%, Pluronic F-127 (block copolymer from ethylenoxide and propyleneoxide), 1 mM DTT). After addition of 1.25 nM MDM2-biotinylated or 2.5 nM MDM4-biotinylated (internal preparations, both MDM2 and MDM4 are biotinylated at the C-terminal of the peptide construct), and 0.625 nM Europium labeled streptavidin (Perkin Elmer), the solution is pre-incubated for 15 minutes at room temperature, then 10 nM Cy5-p53 peptide (internal preparation, the Cy5 dye is directly bound to the N-terminal part of p53 peptide construct) is added before an incubation at room temperature for 15 minutes prior to reading the plate. For measurement of samples, a Victor II microplate reader (Perkin Elmer) is used with the following settings: Excitation 340 nm, Emission Donor 620 nm and Emission Acceptor 665 nm.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2221344";"Tumour suppressor protein p53/Mdm4";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886839";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL5208707";"";"None";"609.47";"2";"6.33";"3f";"O=C(Nc1cccc(-n2cccn2)c1)C1=NN(c2ccc(Cl)cc2)C2(C(=O)Nc3cc(Cl)ccc32)C1c1cccc(O)c1";"IC50";"'='";"57.4";"nM";"7.24";"";"";"UO_0000065";"11.88";"0.23";"0.91";"6.47";"0";"CHEMBL5110383";"Inhibition of MDM4/p53 interaction in human SH-SY5Y cells preincubated for 10 mins under shaking condition and measured after 1.5 hrs by immuno-enzymatic assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2221344";"Tumour suppressor protein p53/Mdm4";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL5108018";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 1.667 hr";"INHIBITOR"
"CHEMBL5180348";"";"None";"532.79";"2";"6.16";"2q";"CCOC(=O)C1=NN(c2ccc(Cl)cc2)C2(C(=O)Nc3cc(Cl)ccc32)C1c1cccc(Cl)c1F";"IC50";"'='";"81.4";"nM";"7.09";"";"";"UO_0000065";"13.31";"0.28";"0.93";"9.99";"0";"CHEMBL5110383";"Inhibition of MDM4/p53 interaction in human SH-SY5Y cells preincubated for 10 mins under shaking condition and measured after 1.5 hrs by immuno-enzymatic assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2221344";"Tumour suppressor protein p53/Mdm4";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL5108018";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 1.667 hr";"INHIBITOR"
"CHEMBL3937960";"";"None";"525.05";"2";"5.35";"BDBM236350";"COc1ncc(-c2cc3c(n2C(C)C)C(c2ccc(Cl)cc2C)N([C@H]2CC[C@H](O)CC2)C3=O)c(OC)n1";"IC50";"'='";"4714.8";"nM";"5.33";"";"411626";"UO_0000065";"10.14";"0.20";"-0.02";"5.94";"0";"CHEMBL3888634";"Time Resolved Fluorescence Energy Transfer (TR-FRET) Assay: Assay 1: The test is performed in white 384-well plates (Greiner Bio-One, reference 781207) in a total volume of 60 μL by adding 1 μL of compounds tested at different concentrations diluted in 100% DMSO (1.7% final DMSO concentration) in reaction buffer (PBS, 125 mM NaCl, 0.001% Novexin (consists of carbohydrate polymers), designed to increase the solubility and stability of proteins; Expedeon Ltd., Cambridgeshire, United Kingdom), 0.01% Gelatin, 0.01% 0.2%, Pluronic F-127 (block copolymer from ethylenoxide and propyleneoxide), 1 mM DTT). After addition of 1.25 nM MDM2-biotinylated or 2.5 nM MDM4-biotinylated (internal preparations), and 0.625 nM Europium labeled streptavidin (Perkin Elmer), the solution is pre-incubated for 15 minutes at room temperature, then 10 nM Cy5-p53 peptide (internal preparation) is added before an incubation at room temperature for 15 minutes prior to reading the plate. For measurement of samples, a Victor II microplate reader (Perkin Elmer) is used with the following settings: Excitation 340 nm, Emission Donor 620 nm and Emission Acceptor 665 nm.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2221344";"Tumour suppressor protein p53/Mdm4";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886789";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3937629";"";"None";"576.52";"2";"7.78";"BDBM236279";"CNC(=O)c1ccc(OC)c(-c2cc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2C)N(c2cc(Cl)ccc2C)C3=O)c1";"IC50";"'='";"264.3";"nM";"6.58";"";"411619";"UO_0000065";"11.41";"0.22";"-1.20";"10.35";"0";"CHEMBL3888634";"Time Resolved Fluorescence Energy Transfer (TR-FRET) Assay: Assay 1: The test is performed in white 384-well plates (Greiner Bio-One, reference 781207) in a total volume of 60 μL by adding 1 μL of compounds tested at different concentrations diluted in 100% DMSO (1.7% final DMSO concentration) in reaction buffer (PBS, 125 mM NaCl, 0.001% Novexin (consists of carbohydrate polymers), designed to increase the solubility and stability of proteins; Expedeon Ltd., Cambridgeshire, United Kingdom), 0.01% Gelatin, 0.01% 0.2%, Pluronic F-127 (block copolymer from ethylenoxide and propyleneoxide), 1 mM DTT). After addition of 1.25 nM MDM2-biotinylated or 2.5 nM MDM4-biotinylated (internal preparations), and 0.625 nM Europium labeled streptavidin (Perkin Elmer), the solution is pre-incubated for 15 minutes at room temperature, then 10 nM Cy5-p53 peptide (internal preparation) is added before an incubation at room temperature for 15 minutes prior to reading the plate. For measurement of samples, a Victor II microplate reader (Perkin Elmer) is used with the following settings: Excitation 340 nm, Emission Donor 620 nm and Emission Acceptor 665 nm.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2221344";"Tumour suppressor protein p53/Mdm4";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886789";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3911189";"";"None";"536.46";"2";"7.60";"BDBM238902";"COc1ccncc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C(=O)N2";"IC50";"'='";"16690.0";"nM";"4.78";"";"417033";"UO_0000065";"8.91";"0.18";"-2.82";"6.61";"0";"CHEMBL3888806";"Time Resolved Fluorescence Energy Transfer (TR-FRET) Assay: Assay 1: This assay was used to evaluate compounds displaying inhibition of p53-MDM2 interaction and p53-MDM4 interaction at IC50s of 0.005 to 50 μM (p53-MDM2 Assay 1 and p53-MDM4 Assay 1, respectively). The test is performed in white 384-well plates (Greiner Bio-One, reference 781207) in a total volume of 60 μL by adding 1 μL of compounds tested at different concentrations diluted in 100% DMSO (1.7% final DMSO concentration) in reaction buffer (PBS, 125 mM NaCl, 0.001% Novexin (consists of carbohydrate polymers), designed to increase the solubility and stability of proteins; Expedeon Ltd., Cambridgeshire, United Kingdom), 0.01% Gelatin, 0.01% 0.2%, Pluronic F-127 (block copolymer from ethylenoxide and propyleneoxide), 1 mM DTT). After addition of 1.25 nM MDM2-biotinylated or 2.5 nM MDM4-biotinylated (internal preparations, both MDM2 and MDM4 are biotinylated at the C-terminal of the peptide construct), and 0.625 nM Europium labeled streptavidin (Perkin Elmer), the solution is pre-incubated for 15 minutes at room temperature, then 10 nM Cy5-p53 peptide (internal preparation, the Cy5 dye is directly bound to the N-terminal part of p53 peptide construct) is added before an incubation at room temperature for 15 minutes prior to reading the plate. For measurement of samples, a Victor II microplate reader (Perkin Elmer) is used with the following settings: Excitation 340 nm, Emission Donor 620 nm and Emission Acceptor 665 nm.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2221344";"Tumour suppressor protein p53/Mdm4";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886839";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3775936";"";"None";"299.40";"0";"4.21";"3c; K-181";"CC(C)C(=O)Sc1ccccc1NC(=O)c1ccccc1";"IC50";"'='";"4600.0";"nM";"5.34";"";"";"UO_0000065";"17.83";"0.35";"1.13";"11.56";"0";"CHEMBL3778679";"Inhibition of Flag-tagged p53/GST-tagged Mdmx (unknown origin) expressed in Escherichia coli BL21 after 1 hr by ELISA microplate reader method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2221344";"Tumour suppressor protein p53/Mdm4";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3774315";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"";""
