"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL1689409";"";"None";"1635.84";"None";"None";"PDI-A8KAc";"CC(=O)NCCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)O";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"4.14";"None";"None";"None";"0";"CHEMBL1694394";"Inhibition of human GST-tagged MDMX expressed in Escherichia coli harboring integrated p53-Hmd2 protein assessed as blockade of enzyme-p53 interaction by ELISA assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1255126";"Protein Mdm4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1687880";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";""
"CHEMBL3683169";"";"None";"590.21";"2";"6.94";"BDBM162107";"COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(C(C)CN3CCC(N(C)C)CC3)cc1)C(=O)C2";"IC50";"'='";"12500.0";"nM";"4.90";"";"305099";"UO_0000065";"8.31";"0.16";"-2.04";"10.84";"0";"CHEMBL3707930";"Time Resolved Fluorescence Energy Transfer (TR-FRET) Assay: The inhibition of p53-Hdm2 and p53-Hdm4 interactions is measured by time resolved fluorescence energy transfer (TR-FRET). Fluorescence energy transfer (or Foerster resonance energy transfer) describes an energy transfer between donor and acceptor fluorescent molecules. For this assay, MDM2 protein (amino acids 2-188) and MDM4 protein (amino acids 2-185), tagged with a C-terminal Biotin moiety, are used in combination with a Europium labeled streptavidin (Perkin Elmer, Inc., Waltham, Mass., USA) serving as the donor fluorophore. The p53 derived, Cy5 labeled peptide Cy5-TFSDLWKLL (p53 aa 18-26) is the energy acceptor. Upon excitation of the donor molecule at 340 nm, binding interaction between MDM2 or MDM4 and the p53 peptide induces energy transfer and enhanced response at the acceptor emission wavelength at 665 nm. Disruption of the formation of the p53-MDM2 or p53-MDM4 complex due to an inhibitor molecule binding to the p53 binding site of MDM2 or MDM4 results in increased donor emission.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1255126";"Protein Mdm4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639156";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3687255";"";"None";"489.42";"1";"6.07";"BDBM143378";"Cc1cc(Cl)ccc1C1c2c(nn(CCN(C)C)c2C(C)C)C(=O)N1c1cccc(Cl)c1F";"IC50";"'='";"15110.1";"nM";"4.82";"";"279654";"UO_0000065";"9.85";"0.20";"-1.25";"11.65";"0";"CHEMBL3707531";"Time Resolved Fluorescence Energy Transfer (TR-FRET) Assay: The inhibition of p53-MDM2 and p53-MDM4 interactions is measured by time resolved fluorescence energy transfer (TR-FRET). Fluorescence energy transfer (or Foerster resonance energy transfer) describes an energy transfer between donor and acceptor fluorescent molecules. For this assay, human MDM2 protein (amino acids 2-188) and human MDM4 protein (amino acids 2-185), tagged with a C-terminal biotin moiety, are used in combination with a Europium labeled streptavidin (Perkin Elmer, Inc., Waltham, MA, USA) serving as the donor fluorophore. The p53 derived, Cy5 labeled peptide Cy5-TFSDLWKLL (p53 aa18-26) is the energy acceptor. Upon excitation of the donor molecule at 340nm, binding interaction between MDM2 or MDM4 and the p53 peptide induces energy transfer and enhanced response at the acceptor emission wavelength at 665 nm.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1255126";"Protein Mdm4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638655";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3683146";"";"None";"604.19";"2";"6.87";"BDBM161953";"CC[C@@H](C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(C(C)N(C(C)=O)C3CCNCC3)cc1)C2c1ccc(Cl)cc1";"IC50";"'='";"77380.0";"nM";"4.11";"";"305074";"UO_0000065";"6.80";"0.13";"-2.76";"5.78";"0";"CHEMBL3707930";"Time Resolved Fluorescence Energy Transfer (TR-FRET) Assay: The inhibition of p53-Hdm2 and p53-Hdm4 interactions is measured by time resolved fluorescence energy transfer (TR-FRET). Fluorescence energy transfer (or Foerster resonance energy transfer) describes an energy transfer between donor and acceptor fluorescent molecules. For this assay, MDM2 protein (amino acids 2-188) and MDM4 protein (amino acids 2-185), tagged with a C-terminal Biotin moiety, are used in combination with a Europium labeled streptavidin (Perkin Elmer, Inc., Waltham, Mass., USA) serving as the donor fluorophore. The p53 derived, Cy5 labeled peptide Cy5-TFSDLWKLL (p53 aa 18-26) is the energy acceptor. Upon excitation of the donor molecule at 340 nm, binding interaction between MDM2 or MDM4 and the p53 peptide induces energy transfer and enhanced response at the acceptor emission wavelength at 665 nm. Disruption of the formation of the p53-MDM2 or p53-MDM4 complex due to an inhibitor molecule binding to the p53 binding site of MDM2 or MDM4 results in increased donor emission.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1255126";"Protein Mdm4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639156";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3653227";"";"None";"507.42";"2";"6.90";"BDBM129792";"COc1ccccc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccn1)C2=O";"IC50";"'='";"11420.0";"nM";"4.94";"";"261784";"UO_0000065";"9.74";"0.19";"-1.96";"8.20";"0";"CHEMBL3707750";"Time Resolved Fluorescence Energy Transfer (TR-FRET) Assay: The inhibition of p53-MDM2 and p53-MDM4 interactions is measured by time resolved fluorescence energy transfer (TR-FRET). Fluorescence energy transfer (or Foerster resonance energy transfer) describes an energy transfer between donor and acceptor fluorescent molecules. For this assay, human MDM2 protein (amino acids 2-188) and human MDM4 protein (amino acids 2-185), tagged with a C-terminal biotin moiety, are used in combination with a Europium labeled streptavidin (Perkin Elmer, Inc., Waltham, Mass., USA) serving as the donor fluorophore. The p53 derived, Cy5 labeled peptide Cy5-TFSDLWKLL (p53 aa18-26) is the energy acceptor. Upon excitation of the donor molecule at 340 nm, binding interaction between MDM2 or MDM4 and the p53 peptide induces energy transfer and enhanced response at the acceptor emission wavelength at 665 nm.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1255126";"Protein Mdm4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639025";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL3687291";"";"None";"481.36";"1";"6.59";"BDBM143419";"CC(C)c1c2c(nn1-c1ccncc1)C(=O)N(c1cccc(Cl)c1F)C2c1ccc(Cl)cc1";"IC50";"'='";"11362.9";"nM";"4.95";"";"279687";"UO_0000065";"10.27";"0.20";"-1.65";"9.69";"0";"CHEMBL3707531";"Time Resolved Fluorescence Energy Transfer (TR-FRET) Assay: The inhibition of p53-MDM2 and p53-MDM4 interactions is measured by time resolved fluorescence energy transfer (TR-FRET). Fluorescence energy transfer (or Foerster resonance energy transfer) describes an energy transfer between donor and acceptor fluorescent molecules. For this assay, human MDM2 protein (amino acids 2-188) and human MDM4 protein (amino acids 2-185), tagged with a C-terminal biotin moiety, are used in combination with a Europium labeled streptavidin (Perkin Elmer, Inc., Waltham, MA, USA) serving as the donor fluorophore. The p53 derived, Cy5 labeled peptide Cy5-TFSDLWKLL (p53 aa18-26) is the energy acceptor. Upon excitation of the donor molecule at 340nm, binding interaction between MDM2 or MDM4 and the p53 peptide induces energy transfer and enhanced response at the acceptor emission wavelength at 665 nm.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1255126";"Protein Mdm4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638655";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL4167167";"";"None";"516.56";"2";"1.66";"19";"N=C(N)Nc1cccc(C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)NCc2ccc(-c3ccccc3)cc2)c1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4145047";"Displacement of p53 from MDM4 in human SHSY-5Y cells incubated for 10 mins by sandwich ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1255126";"Protein Mdm4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138308";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";""
"CHEMBL4524070";"";"None";"1038.36";"None";"None";"27";"Cc1ccc(CCNC(=O)N(CC(CCCCN)N(CC(CCC(=O)O)NC(=O)CCC(C)C)C(=O)NCCCC2CCCCC2)C(CCC(=O)O)CN(CCC(N)=O)C(=O)NCCCc2ccc(F)cc2)cc1";"IC50";"'='";"5100.0";"nM";"5.29";"";"";"UO_0000065";"5.10";"None";"None";"None";"0";"CHEMBL1068494";"Inhibition of GST-tagged HDMX expressed in Escherichia coli BL21 (DE3) assessed as inhibition of HDMX binding to p53 protein by fluorescence anisotropy competition method";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1255126";"Protein Mdm4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153086";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";""
"CHEMBL593927";"";"None";"1181.86";"None";"None";"17";"NCCCCC(CN(C(=O)NCCc1ccc(Br)cc1)C(CCC(=O)O)CN(CCC(N)=O)C(=O)NCCCc1ccc(Br)cc1)N(CC(CCC(=O)O)NC(N)=O)C(=O)NCCCc1ccc(Br)cc1";"IC50";"'='";"7500.0";"nM";"5.12";"";"";"UO_0000065";"4.34";"None";"None";"None";"0";"CHEMBL1068494";"Inhibition of GST-tagged HDMX expressed in Escherichia coli BL21 (DE3) assessed as inhibition of HDMX binding to p53 protein by fluorescence anisotropy competition method";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1255126";"Protein Mdm4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153086";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";""
"CHEMBL593074";"";"None";"1068.95";"None";"None";"9";"CC(C)CCCNC(=O)N(CC(CCC(=O)O)NC(N)=O)C(CCCCN)CN(C(=O)NCCc1ccc(Br)cc1)C(CCC(=O)O)CN(CCC(N)=O)C(=O)NCCCc1ccc(Br)cc1";"IC50";"'='";"24000.0";"nM";"4.62";"";"";"UO_0000065";"4.32";"None";"None";"None";"0";"CHEMBL1068494";"Inhibition of GST-tagged HDMX expressed in Escherichia coli BL21 (DE3) assessed as inhibition of HDMX binding to p53 protein by fluorescence anisotropy competition method";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1255126";"Protein Mdm4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153086";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";""
"CHEMBL3687294";"";"None";"552.46";"2";"5.07";"BDBM143422";"Cc1cc(Cl)ccc1C1c2c(nn(-c3cc(=O)n(C)c(=O)n3C)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C";"IC50";"'='";"61282.3";"nM";"4.21";"";"279690";"UO_0000065";"7.63";"0.15";"-0.86";"5.13";"0";"CHEMBL3707531";"Time Resolved Fluorescence Energy Transfer (TR-FRET) Assay: The inhibition of p53-MDM2 and p53-MDM4 interactions is measured by time resolved fluorescence energy transfer (TR-FRET). Fluorescence energy transfer (or Foerster resonance energy transfer) describes an energy transfer between donor and acceptor fluorescent molecules. For this assay, human MDM2 protein (amino acids 2-188) and human MDM4 protein (amino acids 2-185), tagged with a C-terminal biotin moiety, are used in combination with a Europium labeled streptavidin (Perkin Elmer, Inc., Waltham, MA, USA) serving as the donor fluorophore. The p53 derived, Cy5 labeled peptide Cy5-TFSDLWKLL (p53 aa18-26) is the energy acceptor. Upon excitation of the donor molecule at 340nm, binding interaction between MDM2 or MDM4 and the p53 peptide induces energy transfer and enhanced response at the acceptor emission wavelength at 665 nm.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1255126";"Protein Mdm4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638655";"37";"BindingDB Database";"";"2015";"None";"";""
"CHEMBL3687309";"";"None";"522.41";"2";"7.26";"BDBM143438";"COc1ccccc1-n1nc2c(c1C1CC1)C(c1ccc(Cl)cc1C)N(c1cccc(Cl)c1F)C2=O";"IC50";"'='";"14444.0";"nM";"4.84";"";"279705";"UO_0000065";"9.27";"0.18";"-2.42";"10.22";"0";"CHEMBL3707531";"Time Resolved Fluorescence Energy Transfer (TR-FRET) Assay: The inhibition of p53-MDM2 and p53-MDM4 interactions is measured by time resolved fluorescence energy transfer (TR-FRET). Fluorescence energy transfer (or Foerster resonance energy transfer) describes an energy transfer between donor and acceptor fluorescent molecules. For this assay, human MDM2 protein (amino acids 2-188) and human MDM4 protein (amino acids 2-185), tagged with a C-terminal biotin moiety, are used in combination with a Europium labeled streptavidin (Perkin Elmer, Inc., Waltham, MA, USA) serving as the donor fluorophore. The p53 derived, Cy5 labeled peptide Cy5-TFSDLWKLL (p53 aa18-26) is the energy acceptor. Upon excitation of the donor molecule at 340nm, binding interaction between MDM2 or MDM4 and the p53 peptide induces energy transfer and enhanced response at the acceptor emission wavelength at 665 nm.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1255126";"Protein Mdm4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638655";"37";"BindingDB Database";"";"2015";"None";"";""
