"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL3962264";"";"None";"553.45";"2";"5.33";"BDBM236319";"CNc1ncc(-c2cc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1";"IC50";"'='";"0.295";"nM";"9.53";"";"411703";"UO_0000065";"17.22";"0.34";"4.20";"10.11";"0";"CHEMBL3888635";"Time Resolved Fluorescence Energy Transfer (TR-FRET) Assay: Assay 2: The test is performed in white 384-well plates (Greiner Bio-One, reference 781207) in a total volume of 60 μL by adding 1 μL of compounds tested at different concentrations diluted in 100% DMSO (1.7% final DMSO concentration) in reaction buffer (PBS, 125 mM NaCl, 0.001% Novexin (consists of carbohydrate polymers), designed to increase the solubility and stability of proteins; Expedeon Ltd., Cambridgeshire, United Kingdom), 0.01% Gelatin, 0.01% 0.2%, Pluronic F-127 (block copolymer from ethylenoxide and propyleneoxide), 1 mM DTT). After addition of 1.25 nM MDM2-biotinylated or 2.5 nM MDM4-biotinylated (internal preparations), and 0.625 nM Europium labeled streptavidin (Perkin Elmer), the solution is pre-incubated for 15 minutes at room temperature, then 10 nM Cy5-p53 peptide (internal preparation) is added before an incubation at room temperature for 15 minutes prior to reading the plate. For measurement of samples, a Victor II microplate reader (Perkin Elmer) is used with the following settings: Excitation 340 nm, Emission Donor 620 nm and Emission Acceptor 665 nm. For selected compounds displaying IC50s between 0.05 and 5 nM on MDM2, a slightly modified assay is used with the following adaptations: 0.1 nM MDM2, 0.1 nM Europium labeled streptavidin and Tecan genios Pro is used as a microplate reader for the fluorescence measurements (p53-MDM2 Assay 2).";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886789";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3893972";"";"None";"549.45";"2";"7.81";"BDBM236336";"COc1ccc(C(=O)O)cc1-c1cc2c(n1C(C)C)[C@H](c1ccc(Cl)cc1)N(c1cc(Cl)ccc1C)C2=O";"IC50";"'='";"0.08";"nM";"10.10";"";"411720";"UO_0000065";"18.38";"0.36";"2.29";"14.07";"0";"CHEMBL3888635";"Time Resolved Fluorescence Energy Transfer (TR-FRET) Assay: Assay 2: The test is performed in white 384-well plates (Greiner Bio-One, reference 781207) in a total volume of 60 μL by adding 1 μL of compounds tested at different concentrations diluted in 100% DMSO (1.7% final DMSO concentration) in reaction buffer (PBS, 125 mM NaCl, 0.001% Novexin (consists of carbohydrate polymers), designed to increase the solubility and stability of proteins; Expedeon Ltd., Cambridgeshire, United Kingdom), 0.01% Gelatin, 0.01% 0.2%, Pluronic F-127 (block copolymer from ethylenoxide and propyleneoxide), 1 mM DTT). After addition of 1.25 nM MDM2-biotinylated or 2.5 nM MDM4-biotinylated (internal preparations), and 0.625 nM Europium labeled streptavidin (Perkin Elmer), the solution is pre-incubated for 15 minutes at room temperature, then 10 nM Cy5-p53 peptide (internal preparation) is added before an incubation at room temperature for 15 minutes prior to reading the plate. For measurement of samples, a Victor II microplate reader (Perkin Elmer) is used with the following settings: Excitation 340 nm, Emission Donor 620 nm and Emission Acceptor 665 nm. For selected compounds displaying IC50s between 0.05 and 5 nM on MDM2, a slightly modified assay is used with the following adaptations: 0.1 nM MDM2, 0.1 nM Europium labeled streptavidin and Tecan genios Pro is used as a microplate reader for the fluorescence measurements (p53-MDM2 Assay 2).";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3886789";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL191334";"NUTLIN-3";"None";"581.50";"2";"5.89";"Nutlin-3a";"COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1";"IC50";"'='";"4.1";"nM";"8.39";"";"";"UO_0000065";"14.42";"0.29";"2.50";"10.05";"0";"CHEMBL3602283";"Inhibition of MDM2/p53 interaction (unknown origin) using biotinylated MDM2 and Cy5-p53 (18 to 26 amino acids) by TR-FRET assay";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3600357";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";""
"CHEMBL3220696";"";"None";"651.33";"2";"7.14";"31";"C[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)[C@H]1c1ccc(Cl)cc1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"12.28";"0.30";"0.86";"10.27";"0";"CHEMBL3223361";"Inhibition of p53 interaction to MDM2 (unknown origin)";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3217437";"1";"Scientific Literature";"Medchemcomm";"2011";"None";"";""
"CHEMBL3220697";"";"None";"675.63";"2";"5.67";"32";"CC(C)C1=C(C(=O)N2C[C@H](F)C[C@H]2C(=O)N2CCNC3(CC3)C2)SC2=N[C@@](C)(c3ccc(Cl)nc3)[C@@H](c3ccc(Cl)c(F)c3)N21";"IC50";"'='";"2.8";"nM";"8.55";"";"";"UO_0000065";"12.66";"0.26";"2.88";"10.54";"0";"CHEMBL3223361";"Inhibition of p53 interaction to MDM2 (unknown origin)";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3217437";"1";"Scientific Literature";"Medchemcomm";"2011";"None";"";""
"CHEMBL3305317";"";"None";"724.70";"2";"5.30";"2";"COCCOc1ccccc1N1CCN(C(=O)[C@]2(Oc3ccc(C(F)(F)F)cc3)CCCN(C(=O)c3cnccc3C(F)(F)F)[C@@H]2CCO)CC1";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"10.51";"0.20";"2.32";"7.28";"0";"CHEMBL3807696";"Inhibition of human recombinant His-tagged MDM2 (1 to 118 residues) interaction with FAM-tagged p53-based peptide (unknown origin) incubated for 15 mins by fluorescence polarization assay";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3804796";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"None";"";""
"CHEMBL384798";"";"None";"501.63";"2";"6.29";"37";"Cc1cccc(N(CCC#N)CCOC2(c3ccccc3)c3ccccc3C(=O)N2Cc2ccccc2)c1";"IC50";"'='";"243000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908897";"Inhibition of p53-MDM2 interaction by ELISA";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1137314";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";""
"CHEMBL217831";"";"None";"451.52";"1";"5.34";"32";"O=C1c2ccccc2C(OCCOc2ccccc2O)(c2ccccc2)N1Cc1ccccc1";"IC50";"'='";"221000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908897";"Inhibition of p53-MDM2 interaction by ELISA";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1137314";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";""
"CHEMBL178215";"";"None";"559.82";"None";"None";"84";"CCCN1C(=O)c2ccccc2C1(OCc1ccc(C(C)(C)C)cc1)c1ccc(OCOCC[Si](C)(C)C)cc1";"IC50";"'='";"464000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908897";"Inhibition of p53-MDM2 interaction by ELISA";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1137314";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";""
"CHEMBL361354";"";"None";"491.03";"1";"5.65";"82";"CC(=O)NCCN1C(=O)c2ccccc2C1(OCc1ccc(C(C)(C)C)cc1)c1ccc(Cl)cc1";"IC50";"'='";"91400.0";"nM";"4.04";"";"";"UO_0000065";"8.23";"0.16";"-1.61";"6.89";"0";"CHEMBL908897";"Inhibition of p53-MDM2 interaction by ELISA";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1137314";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";""
"CHEMBL361115";"";"None";"454.96";"1";"5.85";"77";"O=C1c2ccccc2C(OCCc2ccccn2)(c2ccc(Cl)cc2)N1Cc1ccccc1";"IC50";"'='";"26200.0";"nM";"4.58";"";"";"UO_0000065";"10.07";"0.19";"-1.27";"10.80";"0";"CHEMBL908897";"Inhibition of p53-MDM2 interaction by ELISA";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1137314";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";""
"CHEMBL362452";"";"None";"433.50";"0";"4.69";"71";"CCCN1C(=O)c2ccccc2C1(OCc1cc(OC)c(O)c(OC)c1)c1ccccc1";"IC50";"'='";"82000.0";"nM";"4.09";"";"";"UO_0000065";"9.43";"0.17";"-0.60";"5.99";"0";"CHEMBL908897";"Inhibition of p53-MDM2 interaction by ELISA";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1137314";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";""
"CHEMBL439349";"";"None";"431.54";"1";"6.27";"S3";"O=C1c2ccccc2C(OC/C=C/c2ccccc2)(c2ccccc2)N1Cc1ccccc1";"IC50";"'='";"334000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908897";"Inhibition of p53-MDM2 interaction by ELISA";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1137314";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";""
"CHEMBL214430";"";"None";"419.52";"1";"5.80";"S6";"O=C1c2ccccc2C(OCCc2ccccc2)(c2ccccc2)N1Cc1ccccc1";"IC50";"'>'";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908897";"Inhibition of p53-MDM2 interaction by ELISA";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1137314";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";""
"CHEMBL385829";"";"None";"400.48";"0";"3.70";"S20";"COC(=O)CCNC1(c2ccccc2)c2ccccc2C(=O)N1Cc1ccccc1";"IC50";"'>'";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908897";"Inhibition of p53-MDM2 interaction by ELISA";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1137314";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";""
"CHEMBL216139";"";"None";"367.45";"0";"4.05";"S23";"N#CCCNC1(c2ccccc2)c2ccccc2C(=O)N1Cc1ccccc1";"IC50";"'='";"190000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908897";"Inhibition of p53-MDM2 interaction by ELISA";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1137314";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";""
"CHEMBL360160";"";"None";"309.41";"0";"4.18";"7";"CCCOC1(c2ccccc2)c2ccccc2C(=O)N1CCC";"IC50";"'>'";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL908897";"Inhibition of p53-MDM2 interaction by ELISA";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1137314";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";""
"CHEMBL3604661";"";"None";"479.02";"1";"6.27";"4";"CC[C@@H](C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(N(C)C)cc1)C2c1ccc(Cl)cc1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"14.45";"0.28";"0.65";"16.47";"0";"CHEMBL3607773";"Inhibition of p53-MDM2 interaction (unknown origin) by TR-FRET assay";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3603835";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL211045";"";"None";"581.50";"2";"5.89";"Nutlin-3";"COc1ccc(C2=NC(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"11.97";"0.24";"1.07";"8.34";"0";"CHEMBL3136590";"Inhibition of p53-MDM2 (1 to 118 residues) interaction (unknown origin) expressed in Escherichia coli BL-21 (DE3) assessed as inhibition of MDM2 binding by fluorescence polarization competitive binding assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907611";"Tumour suppressor p53/oncoprotein Mdm2";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL3132800";"1";"Scientific Literature";"Medchemcomm";"2013";"None";"";""
